episode_name                                                                                                                    ,locale                                                          ,web_start_episode   ,web_finish_episode  ,tablet_start_episode,tablet_finish_episode,web_finish_rate                         ,tablet_finish_rate                      ,web_avg_stars                           ,tablet_avg_stars                        ,web_no_submit       ,tablet_no_submit    
GuessWhere                                                                                                                      ,Argentina / es                                                  ,                  31,                  24,                  47,                   33,                      .77419354838709677,                      .70212765957446808,                                2.085000,                                2.220000,                   0,                   1
HatsLogicRiddles                                                                                                                ,Argentina / es                                                  ,                  49,                  10,                  94,                   19,                      .20408163265306122,                      .20212765957446808,                                2.500000,                                2.000000,                  45,                  85
HundredBoardGame                                                                                                                ,Argentina / es                                                  ,                 223,                 139,                 280,                  168,                      .62331838565022421,                      .60000000000000000,                                1.253888,                                1.773571,                 209,                 231
IdentifyingQuadrilaterals                                                                                                       ,Argentina / es                                                  ,                4752,                2977,                2657,                 1550,                      .62647306397306397,                      .58336469702672186,                                1.737758,                                1.697241,                 613,                 344
InsectRatios                                                                                                                    ,Argentina / es                                                  ,                  66,                  27,                  42,                   10,                      .40909090909090909,                      .23809523809523809,                                1.264000,                                 .513333,                  10,                   8
JuiceDivisionToCups                                                                                                             ,Argentina / es                                                  ,                 231,                 140,                   0,                    0,                      .60606060606060606,                      .00000000000000000,                                3.912777,                                 .000000,                  27,                   0
JuiceQuotativeDivision                                                                                                          ,Argentina / es                                                  ,                 400,                 226,                  68,                   33,                      .56500000000000000,                      .48529411764705882,                                2.187352,                                2.136250,                  29,                  10
JungleSurvey                                                                                                                    ,Argentina / es                                                  ,                 119,                 105,                 206,                  152,                      .88235294117647058,                      .73786407766990291,                                2.068125,                                2.198500,                   5,                  14
LightAngles                                                                                                                     ,Argentina / es                                                  ,                 200,                   0,                 138,                    0,                      .00000000000000000,                      .00000000000000000,                                 .000000,                                 .000000,                   3,                   5
LinePlotForFractionalMeasurementData                                                                                            ,Argentina / es                                                  ,                  82,                  37,                  40,                    8,                      .45121951219512195,                      .20000000000000000,                                1.840000,                                2.332500,                  25,                  13
LinePlotFromTable                                                                                                               ,Argentina / es                                                  ,                 232,                 156,                 118,                   80,                      .67241379310344827,                      .67796610169491525,                                1.975000,                                2.240000,                  11,                  10
LinePlotWithSandals                                                                                                             ,Argentina / es                                                  ,                  42,                  22,                  30,                   10,                      .52380952380952380,                      .33333333333333333,                                2.332500,                                2.000000,                   4,                   5
LogoTransformations                                                                                                             ,Argentina / es                                                  ,                1250,                 375,                 686,                  250,                      .30000000000000000,                      .36443148688046647,                                1.782916,                                1.732857,                  15,                  18
LongDivisionAlgorithm                                                                                                           ,Argentina / es                                                  ,                 217,                 164,                 173,                  110,                      .75576036866359447,                      .63583815028901734,                                2.102812,                                2.185000,                  21,                  27
LotusParity                                                                                                                     ,Argentina / es                                                  ,                 627,                 473,                 406,                  330,                      .75438596491228070,                      .81280788177339901,                                2.265500,                                2.213750,                   7,                   7
MagicLibraryRomanNumerals                                                                                                       ,Argentina / es                                                  ,                 773,                 581,                 489,                  351,                      .75161707632600258,                      .71779141104294478,                                2.093750,                                2.164000,                  14,                   9
MagicTrianglePuzzles                                                                                                            ,Argentina / es                                                  ,               12632,                8573,                7250,                 4568,                      .67867321089297023,                      .63006896551724137,                                2.101733,                                1.701823,                1204,                 778
MakingNewShapes                                                                                                                 ,Argentina / es                                                  ,                1698,                 481,                1323,                  343,                      .28327444051825677,                      .25925925925925925,                                1.693157,                                1.457307,                 278,                 207
MatchCardSums                                                                                                                   ,Argentina / es                                                  ,                3944,                2553,                2992,                 1933,                      .64731237322515212,                      .64605614973262032,                                1.949936,                                1.995211,                 181,                 151
MeanWithFruit                                                                                                                   ,Argentina / es                                                  ,                 133,                  89,                  58,                   41,                      .66917293233082706,                      .70689655172413793,                                2.298000,                                2.228750,                  12,                   2
MeasuringObjects                                                                                                                ,Argentina / es                                                  ,                  95,                  59,                   0,                    0,                      .62105263157894736,                      .00000000000000000,                                3.853333,                                 .000000,                  12,                   0
MeasuringWithProtractor                                                                                                         ,Argentina / es                                                  ,                 112,                  79,                  94,                   45,                      .70535714285714285,                      .47872340425531914,                                2.270416,                                1.574444,                   9,                  10
MedianUsingHistogram                                                                                                            ,Argentina / es                                                  ,                  76,                  48,                  39,                   16,                      .63157894736842105,                      .41025641025641025,                                2.131666,                                2.405000,                  11,                   5
MonkeysPreAlgebra                                                                                                               ,Argentina / es                                                  ,                 572,                 164,                 484,                   98,                      .28671328671328671,                      .20247933884297520,                                1.764705,                                2.058823,                  44,                  38
MonsterQuickAdditionWithUnknown                                                                                                 ,Argentina / es                                                  ,                1389,                1058,                1516,                 1190,                      .76169906407487401,                      .78496042216358839,                                2.234864,                                2.032758,                  18,                  31
MovieMoneyPay                                                                                                                   ,Argentina / es                                                  ,                 991,                 788,                 357,                  285,                      .79515640766902119,                      .79831932773109243,                                2.322187,                                2.270833,                  16,                   1
MovingGame                                                                                                                      ,Argentina / es                                                  ,                 972,                 489,                 511,                  335,                      .50308641975308641,                      .65557729941291585,                                1.647000,                                1.533888,                  28,                  14
MultiplicationByTruck                                                                                                           ,Argentina / es                                                  ,                 256,                 163,                 154,                   77,                      .63671875000000000,                      .50000000000000000,                                2.071538,                                1.605714,                  21,                  12
MultiplicationGridExpanded                                                                                                      ,Argentina / es                                                  ,                  51,                  38,                  24,                   18,                      .74509803921568627,                      .75000000000000000,                                2.200000,                                2.371666,                   8,                   5
MultiplicationMomentsBalance                                                                                                    ,Argentina / es                                                  ,                 447,                 355,                 319,                  200,                      .79418344519015659,                      .62695924764890282,                                2.261304,                                2.048333,                  10,                  27
MultiplicationTable                                                                                                             ,Argentina / es                                                  ,                 720,                 556,                 531,                  367,                      .77222222222222222,                      .69114877589453860,                                2.333750,                                1.831190,                  65,                  70
MultiplyingDecimalsMovingPoint                                                                                                  ,Argentina / es                                                  ,                 116,                  85,                  60,                   44,                      .73275862068965517,                      .73333333333333333,                                2.459166,                                2.333750,                   9,                   6
MultiplyingDovecotes                                                                                                            ,Argentina / es                                                  ,                 305,                 167,                 188,                   98,                      .54754098360655737,                      .52127659574468085,                                2.173181,                                1.652142,                  38,                  17
Nets                                                                                                                            ,Argentina / es                                                  ,                 390,                 210,                 277,                  134,                      .53846153846153846,                      .48375451263537906,                                1.989047,                                1.562500,                  26,                  31
NotesNumerals                                                                                                                   ,Argentina / es                                                  ,                3852,                3065,                2191,                 1620,                      .79569055036344755,                      .73938840712003651,                                2.222459,                                2.117213,                 298,                 180
NumberLineEquivalentFractions                                                                                                   ,Argentina / es                                                  ,                 403,                 182,                 286,                  136,                      .45161290322580645,                      .47552447552447552,                                1.968333,                                1.857142,                  24,                  26
NumberLineEstimatingSumOfFractions                                                                                              ,Argentina / es                                                  ,                 197,                  87,                 160,                   93,                      .44162436548223350,                      .58125000000000000,                                1.882631,                                2.259666,                  44,                  21
OperationCheeseFractions                                                                                                        ,Argentina / es                                                  ,                 108,                  90,                  97,                   71,                      .83333333333333333,                      .73195876288659793,                                2.014166,                                2.410000,                   5,                   3
PalaceRates                                                                                                                     ,Argentina / es                                                  ,                 196,                  98,                   0,                    0,                      .50000000000000000,                      .00000000000000000,                                3.583333,                                 .000000,                   4,                   0
ParkPlanning                                                                                                                    ,Argentina / es                                                  ,                1060,                 411,                 637,                  212,                      .38773584905660377,                      .33281004709576138,                                2.170666,                                1.627857,                 124,                 106
PartyDecorations                                                                                                                ,Argentina / es                                                  ,                 172,                 140,                 155,                  110,                      .81395348837209302,                      .70967741935483870,                                2.283571,                                2.195714,                   7,                   3
PencilsLinePlot                                                                                                                 ,Argentina / es                                                  ,                  45,                  35,                  61,                   24,                      .77777777777777777,                      .39344262295081967,                                1.291000,                                1.597500,                   1,                  12
PerimeterOfPolygons                                                                                                             ,Argentina / es                                                  ,                4377,                2642,                2371,                 1275,                      .60360977838702307,                      .53774778574441164,                                2.138095,                                1.960384,                 331,                 227
PileComparison                                                                                                                  ,Argentina / es                                                  ,                3464,                2313,                2105,                 1519,                      .66772517321016166,                      .72161520190023752,                                1.960312,                                1.864056,                 133,                 102
PingPong                                                                                                                        ,Argentina / es                                                  ,                1849,                1346,                1523,                 1067,                      .72796106003244997,                      .70059093893630991,                                2.081632,                                1.847976,                  44,                 104
PizzaBenchmarks                                                                                                                 ,Argentina / es                                                  ,                 469,                 278,                 306,                  162,                      .59275053304904051,                      .52941176470588235,                                2.032142,                                1.870000,                  10,                  19
PizzaMap                                                                                                                        ,Argentina / es                                                  ,                 284,                  69,                  47,                    7,                      .24295774647887323,                      .14893617021276595,                                1.125555,                                1.380000,                  18,                   3
PizzaUnitFractions                                                                                                              ,Argentina / es                                                  ,                1719,                1483,                1433,                 1222,                      .86271087841768470,                      .85275645498953244,                                2.321607,                                2.319821,                  65,                  56
PlottingRealWorldDataWithFractionalGrid                                                                                         ,Argentina / es                                                  ,                  75,                  44,                  12,                    1,                      .58666666666666666,                      .08333333333333333,                                1.907500,                                1.500000,                   8,                   3
PolygonsOnAGrid                                                                                                                 ,Argentina / es                                                  ,                 104,                  38,                  47,                   23,                      .36538461538461538,                      .48936170212765957,                                1.747500,                                2.181250,                  26,                  10
PolygonStack                                                                                                                    ,Argentina / es                                                  ,                4262,                2814,                2328,                 1453,                      .66025340215861098,                      .62414089347079037,                                2.172285,                                1.947666,                 120,                  59
PotionDecimals                                                                                                                  ,Argentina / es                                                  ,                 883,                 492,                 555,                  279,                      .55719139297848244,                      .50270270270270270,                                2.156309,                                1.670135,                 103,                  92
PouringRiddles                                                                                                                  ,Argentina / es                                                  ,                1175,                 691,                   0,                    0,                      .58808510638297872,                      .00000000000000000,                                4.103750,                                 .000000,                  39,                   0
PralineSorting                                                                                                                  ,Argentina / es                                                  ,                 846,                 635,                1021,                  799,                      .75059101654846335,                      .78256611165523996,                                2.244318,                                2.038750,                  48,                  49
PricesAndDiscounts                                                                                                              ,Argentina / es                                                  ,                 222,                  92,                  74,                   41,                      .41441441441441441,                      .55405405405405405,                                1.296111,                                1.784545,                  28,                   3
ProbabilityGuessingGame                                                                                                         ,Argentina / es                                                  ,                  96,                  58,                  80,                   30,                      .60416666666666666,                      .37500000000000000,                                1.289166,                                1.327000,                   1,                   3
RatiosUsingBarsOnNumberLine                                                                                                     ,Argentina / es                                                  ,                  92,                  47,                  49,                   27,                      .51086956521739130,                      .55102040816326530,                                1.690416,                                2.325000,                  10,                   3
RiverCrossing                                                                                                                   ,Argentina / es                                                  ,                 106,                  68,                  59,                   37,                      .64150943396226415,                      .62711864406779661,                                2.468750,                                1.878333,                   4,                   9
RobotAngles                                                                                                                     ,Argentina / es                                                  ,                  89,                  45,                  40,                   15,                      .50561797752808988,                      .37500000000000000,                                1.669166,                                1.114285,                   1,                   1
RobotsAddition                                                                                                                  ,Argentina / es                                                  ,                 366,                 317,                 408,                  340,                      .86612021857923497,                      .83333333333333333,                                2.435000,                                2.363571,                  19,                  25
RoyalFlowersDivision                                                                                                            ,Argentina / es                                                  ,                 220,                 180,                 163,                   84,                      .81818181818181818,                      .51533742331288343,                                2.447500,                                2.461000,                  10,                  17
SafeModulo                                                                                                                      ,Argentina / es                                                  ,                   6,                   1,                   0,                    0,                      .16666666666666666,                      .00000000000000000,                                5.000000,                                 .000000,                   2,                   0
ScalesMeasureBadges                                                                                                             ,Argentina / es                                                  ,                 326,                 208,                 259,                  167,                      .63803680981595092,                      .64478764478764478,                                2.078333,                                1.690000,                  26,                  31
ScalesMultiplicationAndDivision                                                                                                 ,Argentina / es                                                  ,                 445,                 275,                 318,                  169,                      .61797752808988764,                      .53144654088050314,                                2.086363,                                1.806666,                  40,                  32
SellingToysChange                                                                                                               ,Argentina / es                                                  ,                   3,                   2,                   0,                    0,                      .66666666666666666,                      .00000000000000000,                                4.500000,                                 .000000,                   0,                   0
SequenceWithBricks                                                                                                              ,Argentina / es                                                  ,                 394,                 238,                 165,                   74,                      .60406091370558375,                      .44848484848484848,                                2.196041,                                1.820263,                  52,                  23
ShapesOnGrid                                                                                                                    ,Argentina / es                                                  ,                3726,                1942,                2572,                 1021,                      .52120236178207192,                      .39696734059097978,                                2.083166,                                1.472083,                 184,                 158
ShapesOnRegions                                                                                                                 ,Argentina / es                                                  ,                3716,                2682,                2262,                 1760,                      .72174381054897739,                      .77807250221043324,                                1.969333,                                1.977000,                 159,                 108
ShopAddition                                                                                                                    ,Argentina / es                                                  ,                2332,                1593,                1670,                 1088,                      .68310463121783876,                      .65149700598802395,                                2.179782,                                2.038108,                 209,                 176
SkyJumpMultiplication                                                                                                           ,Argentina / es                                                  ,                3773,                2352,                2323,                 1478,                      .62337662337662337,                      .63624623331898407,                                1.648181,                                1.432361,                 153,                  99
SnailRaceTimeMeasuring                                                                                                          ,Argentina / es                                                  ,                 191,                  65,                  97,                   30,                      .34031413612565445,                      .30927835051546391,                                1.046666,                                1.746666,                  70,                  24
SolidShapes                                                                                                                     ,Argentina / es                                                  ,                 954,                 684,                 537,                  382,                      .71698113207547169,                      .71135940409683426,                                2.224444,                                2.236428,                  42,                  34
SpaceshipNumerals                                                                                                               ,Argentina / es                                                  ,                1955,                1501,                1216,                  917,                      .76777493606138107,                      .75411184210526315,                                1.928846,                                1.771515,                  46,                  46
SpinningWheelProbability                                                                                                        ,Argentina / es                                                  ,                 433,                 244,                 338,                  145,                      .56351039260969976,                      .42899408284023668,                                2.333333,                                1.677500,                  43,                  33
SplitRiddles                                                                                                                    ,Argentina / es                                                  ,                 158,                   5,                  86,                    1,                      .03164556962025316,                      .01162790697674418,                                 .625000,                                 .312500,                   1,                   0
StatisticalPropertiesUsingHeatHistogram                                                                                         ,Argentina / es                                                  ,                  73,                  45,                  35,                   19,                      .61643835616438356,                      .54285714285714285,                                1.953750,                                1.858750,                   9,                   5
StickersArrayHiddenParts                                                                                                        ,Argentina / es                                                  ,                 317,                 202,                 192,                  116,                      .63722397476340694,                      .60416666666666666,                                2.359500,                                1.873500,                  22,                  14
StopTheClock                                                                                                                    ,Argentina / es                                                  ,                5503,                3393,                3854,                 2404,                      .61657277848446302,                      .62376751427088738,                                2.075833,                                1.978275,                 422,                 325
SubtractionWithTickets                                                                                                          ,Argentina / es                                                  ,                 487,                 378,                 395,                  299,                      .77618069815195071,                      .75696202531645569,                                2.218076,                                2.371363,                  17,                  20
SymmetryLines                                                                                                                   ,Argentina / es                                                  ,                 447,                 376,                 236,                  186,                      .84116331096196868,                      .78813559322033898,                                2.229500,                                2.045000,                   7,                   7
SymmetryShapes                                                                                                                  ,Argentina / es                                                  ,                1242,                 626,                 642,                  269,                      .50402576489533011,                      .41900311526479750,                                2.056093,                                1.878913,                 150,                  60
Tangram                                                                                                                         ,Argentina / es                                                  ,                5166,                3229,                3622,                 2126,                      .62504839334107626,                      .58696852567642186,                                1.933703,                                1.664000,                 652,                 507
ThreeFriendsRiddle                                                                                                              ,Argentina / es                                                  ,                 212,                 135,                 220,                  136,                      .63679245283018867,                      .61818181818181818,                                1.246875,                                 .276250,                   6,                  13
TimeConversion                                                                                                                  ,Argentina / es                                                  ,                 135,                  50,                  54,                   13,                      .37037037037037037,                      .24074074074074074,                                1.600714,                                1.097777,                  19,                   6
TrainPatterns                                                                                                                   ,Argentina / es                                                  ,                 109,                  84,                 157,                   95,                      .77064220183486238,                      .60509554140127388,                                2.165000,                                2.267500,                   5,                   8
TrainTimeTable                                                                                                                  ,Argentina / es                                                  ,                 273,                 105,                 207,                   61,                      .38461538461538461,                      .29468599033816425,                                1.624285,                                1.342083,                  26,                  31
TravelMultiplication                                                                                                            ,Argentina / es                                                  ,                 105,                  91,                 100,                   78,                      .86666666666666666,                      .78000000000000000,                                2.452000,                                2.379000,                   1,                   6
TreasureHuntDrawingLines                                                                                                        ,Argentina / es                                                  ,                5622,                3120,                2166,                 1169,                      .55496264674493062,                      .53970452446906740,                                1.766666,                                1.524090,                 120,                  50
TreasureIsland                                                                                                                  ,Argentina / es                                                  ,                1658,                 830,                1049,                  555,                      .50060313630880579,                      .52907530981887511,                                1.681250,                                1.010714,                 183,                  96
TripPlannerDivision                                                                                                             ,Argentina / es                                                  ,                 229,                 168,                 126,                   81,                      .73362445414847161,                      .64285714285714285,                                2.281111,                                2.209166,                  13,                   5
TruckLoading                                                                                                                    ,Argentina / es                                                  ,                2016,                1449,                1426,                  974,                      .71875000000000000,                      .68302945301542776,                                2.021000,                                1.958378,                 158,                 123
UnderstandingNumberLines                                                                                                        ,Argentina / es                                                  ,                2276,                1625,                1547,                 1048,                      .71397188049209138,                      .67744020685197155,                                2.081190,                                2.024096,                 151,                 153
UnitSquareConstruction                                                                                                          ,Argentina / es                                                  ,                2076,                1062,                1324,                  711,                      .51156069364161849,                      .53700906344410876,                                2.246538,                                2.065500,                 153,                  77
